"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"55-59 years"	"55-59"	"Female"	"F"	"2020 "	"2020"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	535	11091171	4.8
	"55-59 years"	"55-59"	"Female"	"F"	"2020 "	"2020"	"Codes for special purposes"	"U00-U99"	5837	11091171	52.6
	"55-59 years"	"55-59"	"Female"	"F"	"2020 "	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	5985	11091171	54.0
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Certain infectious and parasitic diseases"	"A00-B99"	1837	6319787	29.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Neoplasms"	"C00-D48"	21146	6319787	334.6
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	171	6319787	2.7
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2648	6319787	41.9
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Mental and behavioural disorders"	"F01-F99"	739	6319787	11.7
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the nervous system"	"G00-G98"	1003	6319787	15.9
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the eye and adnexa"	"H00-H57"	0	6319787	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	6319787	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	22759	6319787	360.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	3421	6319787	54.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the digestive system"	"K00-K92"	3428	6319787	54.2
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	52	6319787	0.8
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	194	6319787	3.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Diseases of the genitourinary system"	"N00-N98"	766	6319787	12.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	6319787	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	6319787	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	157	6319787	2.5
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	578	6319787	9.1
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"Codes for special purposes"	"U00-U99"	0	6319787	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	4541	6319787	71.9
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Certain infectious and parasitic diseases"	"A00-B99"	1877	6508729	28.8
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Neoplasms"	"C00-D48"	21182	6508729	325.4
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	191	6508729	2.9
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2766	6508729	42.5
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Mental and behavioural disorders"	"F01-F99"	776	6508729	11.9
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the nervous system"	"G00-G98"	1074	6508729	16.5
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	6508729	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	6508729	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	22943	6508729	352.5
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the respiratory system"	"J00-J98"	3528	6508729	54.2
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the digestive system"	"K00-K92"	3470	6508729	53.3
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	63	6508729	1.0
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	222	6508729	3.4
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Diseases of the genitourinary system"	"N00-N98"	821	6508729	12.6
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	6508729	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	6508729	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	130	6508729	2.0
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	743	6508729	11.4
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"Codes for special purposes"	"U00-U99"	0	6508729	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	4636	6508729	71.2
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Certain infectious and parasitic diseases"	"A00-B99"	2086	6759579	30.9
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Neoplasms"	"C00-D48"	21669	6759579	320.6
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	186	6759579	2.8
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2948	6759579	43.6
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Mental and behavioural disorders"	"F01-F99"	801	6759579	11.8
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the nervous system"	"G00-G98"	1115	6759579	16.5
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the eye and adnexa"	"H00-H57"	0	6759579	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	6759579	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	22638	6759579	334.9
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	3562	6759579	52.7
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the digestive system"	"K00-K92"	3643	6759579	53.9
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	68	6759579	1.0
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	217	6759579	3.2
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Diseases of the genitourinary system"	"N00-N98"	884	6759579	13.1
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	6759579	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	6759579	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	146	6759579	2.2
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	758	6759579	11.2
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"Codes for special purposes"	"U00-U99"	124	6759579	1.8
	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	4954	6759579	73.3
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Certain infectious and parasitic diseases"	"A00-B99"	2267	7341077	30.9
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Neoplasms"	"C00-D48"	22737	7341077	309.7
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	222	7341077	3.0
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3372	7341077	45.9
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Mental and behavioural disorders"	"F01-F99"	937	7341077	12.8
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the nervous system"	"G00-G98"	1195	7341077	16.3
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	7341077	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	7341077	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	23889	7341077	325.4
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	3645	7341077	49.7
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the digestive system"	"K00-K92"	3933	7341077	53.6
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	7341077	1.1
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	219	7341077	3.0
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Diseases of the genitourinary system"	"N00-N98"	937	7341077	12.8
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7341077	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	7341077	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	170	7341077	2.3
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	652	7341077	8.9
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"Codes for special purposes"	"U00-U99"	0	7341077	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	5573	7341077	75.9
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Certain infectious and parasitic diseases"	"A00-B99"	2653	7672601	34.6
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Neoplasms"	"C00-D48"	22950	7672601	299.1
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	218	7672601	2.8
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3489	7672601	45.5
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Mental and behavioural disorders"	"F01-F99"	981	7672601	12.8
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	1337	7672601	17.4
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	7672601	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7672601	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	24271	7672601	316.3
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	3792	7672601	49.4
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the digestive system"	"K00-K92"	4201	7672601	54.8
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	82	7672601	1.1
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	251	7672601	3.3
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Diseases of the genitourinary system"	"N00-N98"	1084	7672601	14.1
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7672601	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	7672601	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	189	7672601	2.5
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	682	7672601	8.9
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"Codes for special purposes"	"U00-U99"	0	7672601	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	6006	7672601	78.3
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Certain infectious and parasitic diseases"	"A00-B99"	2863	8059227	35.5
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Neoplasms"	"C00-D48"	23519	8059227	291.8
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	263	8059227	3.3
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3563	8059227	44.2
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Mental and behavioural disorders"	"F01-F99"	1158	8059227	14.4
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	1403	8059227	17.4
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the eye and adnexa"	"H00-H57"	0	8059227	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	8059227	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	23878	8059227	296.3
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	3806	8059227	47.2
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the digestive system"	"K00-K92"	4378	8059227	54.3
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	85	8059227	1.1
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	253	8059227	3.1
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Diseases of the genitourinary system"	"N00-N98"	1157	8059227	14.4
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	8059227	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	8059227	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	187	8059227	2.3
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	663	8059227	8.2
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"Codes for special purposes"	"U00-U99"	0	8059227	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	6221	8059227	77.2
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Certain infectious and parasitic diseases"	"A00-B99"	3059	8495361	36.0
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Neoplasms"	"C00-D48"	24299	8495361	286.0
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	280	8495361	3.3
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3997	8495361	47.0
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Mental and behavioural disorders"	"F01-F99"	1269	8495361	14.9
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the nervous system"	"G00-G98"	1553	8495361	18.3
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	8495361	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	8495361	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	25032	8495361	294.7
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	4146	8495361	48.8
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the digestive system"	"K00-K92"	4868	8495361	57.3
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	109	8495361	1.3
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	283	8495361	3.3
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Diseases of the genitourinary system"	"N00-N98"	1236	8495361	14.5
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	8495361	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	8495361	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	210	8495361	2.5
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	771	8495361	9.1
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"Codes for special purposes"	"U00-U99"	0	8495361	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	6872	8495361	80.9
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Certain infectious and parasitic diseases"	"A00-B99"	3382	8923795	37.9
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Neoplasms"	"C00-D48"	25300	8923795	283.5
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	270	8923795	3.0
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4018	8923795	45.0
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Mental and behavioural disorders"	"F01-F99"	1431	8923795	16.0
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	1597	8923795	17.9
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	8923795	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	8923795	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	25916	8923795	290.4
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	4184	8923795	46.9
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the digestive system"	"K00-K92"	5104	8923795	57.2
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	106	8923795	1.2
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	307	8923795	3.4
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Diseases of the genitourinary system"	"N00-N98"	1299	8923795	14.6
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	8923795	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	8923795	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	225	8923795	2.5
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	684	8923795	7.7
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"Codes for special purposes"	"U00-U99"	0	8923795	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	7547	8923795	84.6
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	3458	8945299	38.7
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Neoplasms"	"C00-D48"	25120	8945299	280.8
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	247	8945299	2.8
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4034	8945299	45.1
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Mental and behavioural disorders"	"F01-F99"	1244	8945299	13.9
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	1646	8945299	18.4
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the eye and adnexa"	"H00-H57"	0	8945299	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	8945299	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	25488	8945299	284.9
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	4307	8945299	48.1
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	5449	8945299	60.9
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	94	8945299	1.1
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	307	8945299	3.4
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Diseases of the genitourinary system"	"N00-N98"	1293	8945299	14.5
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	8945299	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	8945299	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	209	8945299	2.3
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	730	8945299	8.2
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"Codes for special purposes"	"U00-U99"	0	8945299	Unreliable
	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	7961	8945299	89.0
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	3725	9112330	40.9
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Neoplasms"	"C00-D48"	25392	9112330	278.7
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	283	9112330	3.1
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4040	9112330	44.3
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Mental and behavioural disorders"	"F01-F99"	1274	9112330	14.0
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	1633	9112330	17.9
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	9112330	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	9112330	Suppressed
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	25396	9112330	278.7
	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	4692	9112330	51.5
