"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	11022976	Unreliable
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	11022976	Suppressed
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	118	11022976	1.1
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	129	11022976	1.2
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"Codes for special purposes"	"U00-U99"	218	11022976	2.0
	"Male"	"M"	"2021"	"2021"	"15-19 years"	"15-19"	"External causes of morbidity and mortality"	"V01-Y89"	7876	11022976	71.5
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Certain infectious and parasitic diseases"	"A00-B99"	85	10973238	0.8
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Neoplasms"	"C00-D48"	474	10973238	4.3
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	50	10973238	0.5
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	280	10973238	2.6
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Mental and behavioural disorders"	"F01-F99"	102	10973238	0.9
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the nervous system"	"G00-G98"	378	10973238	3.4
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the eye and adnexa"	"H00-H57"	0	10973238	Unreliable
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10973238	Suppressed
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the circulatory system"	"I00-I99"	524	10973238	4.8
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the respiratory system"	"J00-J98"	180	10973238	1.6
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the digestive system"	"K00-K92"	159	10973238	1.4
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	10973238	Suppressed
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	22	10973238	0.2
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Diseases of the genitourinary system"	"N00-N98"	33	10973238	0.3
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	10973238	Unreliable
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10973238	Suppressed
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	124	10973238	1.1
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	283	10973238	2.6
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"Codes for special purposes"	"U00-U99"	624	10973238	5.7
	"Male"	"M"	"2021"	"2021"	"20-24 years"	"20-24"	"External causes of morbidity and mortality"	"V01-Y89"	14877	10973238	135.6
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Certain infectious and parasitic diseases"	"A00-B99"	262	11379058	2.3
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Neoplasms"	"C00-D48"	705	11379058	6.2
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	73	11379058	0.6
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	524	11379058	4.6
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Mental and behavioural disorders"	"F01-F99"	368	11379058	3.2
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the nervous system"	"G00-G98"	461	11379058	4.1
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the eye and adnexa"	"H00-H57"	0	11379058	Unreliable
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	11379058	Suppressed
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the circulatory system"	"I00-I99"	1173	11379058	10.3
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the respiratory system"	"J00-J98"	271	11379058	2.4
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the digestive system"	"K00-K92"	510	11379058	4.5
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	11379058	Suppressed
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	25	11379058	0.2
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Diseases of the genitourinary system"	"N00-N98"	93	11379058	0.8
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	11379058	Unreliable
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	11379058	Suppressed
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	138	11379058	1.2
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	408	11379058	3.6
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"Codes for special purposes"	"U00-U99"	1341	11379058	11.8
	"Male"	"M"	"2021"	"2021"	"25-29 years"	"25-29"	"External causes of morbidity and mortality"	"V01-Y89"	19029	11379058	167.2
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Certain infectious and parasitic diseases"	"A00-B99"	516	11674304	4.4
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Neoplasms"	"C00-D48"	1131	11674304	9.7
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	88	11674304	0.8
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	856	11674304	7.3
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Mental and behavioural disorders"	"F01-F99"	754	11674304	6.5
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the nervous system"	"G00-G98"	512	11674304	4.4
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the eye and adnexa"	"H00-H57"	0	11674304	Unreliable
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	11674304	Suppressed
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the circulatory system"	"I00-I99"	2308	11674304	19.8
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the respiratory system"	"J00-J98"	441	11674304	3.8
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the digestive system"	"K00-K92"	1259	11674304	10.8
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	20	11674304	0.2
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	55	11674304	0.5
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Diseases of the genitourinary system"	"N00-N98"	181	11674304	1.6
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	11674304	Unreliable
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	11674304	Suppressed
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	130	11674304	1.1
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	535	11674304	4.6
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"Codes for special purposes"	"U00-U99"	2533	11674304	21.7
	"Male"	"M"	"2021"	"2021"	"30-34 years"	"30-34"	"External causes of morbidity and mortality"	"V01-Y89"	21195	11674304	181.6
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Certain infectious and parasitic diseases"	"A00-B99"	691	11263833	6.1
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Neoplasms"	"C00-D48"	1759	11263833	15.6
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	124	11263833	1.1
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1298	11263833	11.5
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Mental and behavioural disorders"	"F01-F99"	1042	11263833	9.3
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the nervous system"	"G00-G98"	604	11263833	5.4
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the eye and adnexa"	"H00-H57"	0	11263833	Unreliable
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the ear and mastoid process"	"H60-H93"	0	11263833	Unreliable
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the circulatory system"	"I00-I99"	4089	11263833	36.3
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the respiratory system"	"J00-J98"	566	11263833	5.0
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the digestive system"	"K00-K92"	2229	11263833	19.8
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	40	11263833	0.4
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	96	11263833	0.9
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Diseases of the genitourinary system"	"N00-N98"	274	11263833	2.4
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	11263833	Unreliable
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	11263833	Suppressed
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	127	11263833	1.1
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	633	11263833	5.6
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"Codes for special purposes"	"U00-U99"	3960	11263833	35.2
	"Male"	"M"	"2021"	"2021"	"35-39 years"	"35-39"	"External causes of morbidity and mortality"	"V01-Y89"	19946	11263833	177.1
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Certain infectious and parasitic diseases"	"A00-B99"	907	10593780	8.6
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Neoplasms"	"C00-D48"	3158	10593780	29.8
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	141	10593780	1.3
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1798	10593780	17.0
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Mental and behavioural disorders"	"F01-F99"	1300	10593780	12.3
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the nervous system"	"G00-G98"	725	10593780	6.8
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the eye and adnexa"	"H00-H57"	0	10593780	Unreliable
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10593780	Suppressed
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the circulatory system"	"I00-I99"	7088	10593780	66.9
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the respiratory system"	"J00-J98"	825	10593780	7.8
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the digestive system"	"K00-K92"	2983	10593780	28.2
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	62	10593780	0.6
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	146	10593780	1.4
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Diseases of the genitourinary system"	"N00-N98"	422	10593780	4.0
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	10593780	Unreliable
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10593780	Suppressed
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	155	10593780	1.5
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	625	10593780	5.9
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"Codes for special purposes"	"U00-U99"	5988	10593780	56.5
	"Male"	"M"	"2021"	"2021"	"40-44 years"	"40-44"	"External causes of morbidity and mortality"	"V01-Y89"	17784	10593780	167.9
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Certain infectious and parasitic diseases"	"A00-B99"	1138	9875757	11.5
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Neoplasms"	"C00-D48"	5389	9875757	54.6
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	184	9875757	1.9
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2770	9875757	28.0
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Mental and behavioural disorders"	"F01-F99"	1530	9875757	15.5
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the nervous system"	"G00-G98"	916	9875757	9.3
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	9875757	Suppressed
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the ear and mastoid process"	"H60-H93"	0	9875757	Unreliable
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the circulatory system"	"I00-I99"	10998	9875757	111.4
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the respiratory system"	"J00-J98"	1263	9875757	12.8
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the digestive system"	"K00-K92"	3884	9875757	39.3
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	97	9875757	1.0
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	187	9875757	1.9
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Diseases of the genitourinary system"	"N00-N98"	709	9875757	7.2
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	9875757	Unreliable
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	9875757	Suppressed
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	161	9875757	1.6
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	570	9875757	5.8
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	9253	9875757	93.7
	"Male"	"M"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	15172	9875757	153.6
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	1784	10436202	17.1
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	10779	10436202	103.3
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	245	10436202	2.3
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4554	10436202	43.6
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	2071	10436202	19.8
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	1437	10436202	13.8
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	10436202	Suppressed
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10436202	Suppressed
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	19296	10436202	184.9
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	2593	10436202	24.8
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	5899	10436202	56.5
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	114	10436202	1.1
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	236	10436202	2.3
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	1170	10436202	11.2
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	10436202	Unreliable
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10436202	Suppressed
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	258	10436202	2.5
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	812	10436202	7.8
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	14171	10436202	135.8
	"Male"	"M"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	16129	10436202	154.5
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	3003	10630059	28.3
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	21789	10630059	205.0
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	361	10630059	3.4
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7052	10630059	66.3
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Mental and behavioural disorders"	"F01-F99"	2756	10630059	25.9
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the nervous system"	"G00-G98"	2444	10630059	23.0
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the eye and adnexa"	"H00-H57"	0	10630059	Unreliable
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10630059	Suppressed
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the circulatory system"	"I00-I99"	30914	10630059	290.8
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the respiratory system"	"J00-J98"	5455	10630059	51.3
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the digestive system"	"K00-K92"	8269	10630059	77.8
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	200	10630059	1.9
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	419	10630059	3.9
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the genitourinary system"	"N00-N98"	1936	10630059	18.2
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	10630059	Unreliable
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10630059	Suppressed
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	312	10630059	2.9
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1133	10630059	10.7
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"Codes for special purposes"	"U00-U99"	19357	10630059	182.1
	"Male"	"M"	"2021"	"2021"	"55-59 years"	"55-59"	"External causes of morbidity and mortality"	"V01-Y89"	16888	10630059	158.9
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Certain infectious and parasitic diseases"	"A00-B99"	4098	10333259	39.7
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Neoplasms"	"C00-D48"	36922	10333259	357.3
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	471	10333259	4.6
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	9880	10333259	95.6
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Mental and behavioural disorders"	"F01-F99"	3257	10333259	31.5
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the nervous system"	"G00-G98"	3926	10333259	38.0
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	10333259	Suppressed
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10333259	Suppressed
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the circulatory system"	"I00-I99"	45763	10333259	442.9
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the respiratory system"	"J00-J98"	10283	10333259	99.5
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the digestive system"	"K00-K92"	9695	10333259	93.8
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	283	10333259	2.7
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	598	10333259	5.8
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Diseases of the genitourinary system"	"N00-N98"	3001	10333259	29.0
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	10333259	Unreliable
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10333259	Suppressed
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	361	10333259	3.5
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1275	10333259	12.3
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"Codes for special purposes"	"U00-U99"	25467	10333259	246.5
	"Male"	"M"	"2021"	"2021"	"60-64 years "	"60-64"	"External causes of morbidity and mortality"	"V01-Y89"	15380	10333259	148.8
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Certain infectious and parasitic diseases"	"A00-B99"	4534	8748213	51.8
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Neoplasms"	"C00-D48"	47099	8748213	538.4
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	612	8748213	7.0
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11351	8748213	129.8
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Mental and behavioural disorders"	"F01-F99"	3267	8748213	37.3
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Diseases of the nervous system"	"G00-G98"	5990	8748213	68.5
	"Male"	"M"	"2021"	"2021"	"65-69 years"	"65-69"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	8748213	Suppressed
