"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	13	45969	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	502	912846	55.0
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	92	912846	10.1
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	199	912846	21.8
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	33	912846	3.6
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	63	912846	6.9
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	11	912846	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	15	912846	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	206	912846	22.6
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	159	967976	16.4
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	15	49465	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	955	967976	98.7
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	13	967976	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	204	967976	21.1
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	16	967976	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	46	967976	4.8
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	11	49465	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	519	967976	53.6
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	83	967976	8.6
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	215	967976	22.2
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	49	967976	5.1
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	59	967976	6.1
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	13	967976	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	23	967976	2.4
	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	208	967976	21.5
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	153	1019087	15.0
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	14	52841	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	964	1019087	94.6
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	12	1019087	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	174	1019087	17.1
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	27	1019087	2.6
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	56	1019087	5.5
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	12	52841	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	546	1019087	53.6
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	115	1019087	11.3
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	231	1019087	22.7
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	43	1019087	4.2
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	66	1019087	6.5
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	15	1019087	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	22	1019087	2.2
	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	197	1019087	19.3
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	168	1071244	15.7
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	11	16865	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	11	56164	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1021	1071244	95.3
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	15	1071244	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	177	1071244	16.5
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	22	1071244	2.1
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	55	1071244	5.1
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	525	1071244	49.0
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	166	1071244	15.5
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	218	1071244	20.4
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	47	1071244	4.4
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	84	1071244	7.8
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	10	1071244	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	27	1071244	2.5
	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	230	1071244	21.5
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	156	1115975	14.0
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	18	58899	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1135	1115975	101.7
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	165	1115975	14.8
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	28	1115975	2.5
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	69	1115975	6.2
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	15	58899	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	567	1115975	50.8
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	121	1115975	10.8
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	234	1115975	21.0
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	30	1115975	2.7
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	62	1115975	5.6
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	25	1115975	2.2
	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	256	1115975	22.9
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	173	1174146	14.7
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	12	62386	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1123	1174146	95.6
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	16	1174146	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	174	1174146	14.8
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	29	1174146	2.5
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	53	1174146	4.5
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	540	1174146	46.0
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	134	1174146	11.4
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	261	1174146	22.2
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	39	1174146	3.3
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	73	1174146	6.2
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	11	1174146	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	23	1174146	2.0
	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	268	1174146	22.8
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	151	1217479	12.4
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	25	64973	38.5
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1203	1217479	98.8
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	18	1217479	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	198	1217479	16.3
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	37	1217479	3.0
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	82	1217479	6.7
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	13	64973	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	570	1217479	46.8
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	126	1217479	10.3
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	280	1217479	23.0
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	42	1217479	3.4
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	68	1217479	5.6
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	19	1217479	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	312	1217479	25.6
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	183	1266432	14.5
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	13	67731	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1207	1266432	95.3
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	23	1266432	1.8
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	205	1266432	16.2
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	34	1266432	2.7
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	75	1266432	5.9
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	630	1266432	49.7
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	122	1266432	9.6
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	293	1266432	23.1
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	37	1266432	2.9
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	75	1266432	5.9
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	12	1266432	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	14	1266432	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	26	1266432	2.1
	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	292	1266432	23.1
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	186	1331900	14.0
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	25	71355	35.0
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1234	1331900	92.6
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	13	1331900	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	214	1331900	16.1
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	33	1331900	2.5
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	84	1331900	6.3
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	12	71355	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	577	1331900	43.3
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	132	1331900	9.9
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	301	1331900	22.6
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	45	1331900	3.4
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	66	1331900	5.0
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	17	1331900	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	15	1331900	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	27	1331900	2.0
	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	314	1331900	23.6
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	146	1376413	10.6
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	18	74107	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1275	1376413	92.6
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	11	1376413	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	208	1376413	15.1
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	40	1376413	2.9
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	87	1376413	6.3
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	17	74107	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	647	1376413	47.0
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	153	1376413	11.1
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	290	1376413	21.1
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	46	1376413	3.3
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	67	1376413	4.9
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	12	1376413	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	21	1376413	1.5
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	27	1376413	2.0
	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	335	1376413	24.3
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	151	1402535	10.8
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	11	47903	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	10	23600	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	25	76512	32.7
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1278	1402535	91.1
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	24	1402535	1.7
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	240	1402535	17.1
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	35	1402535	2.5
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	93	1402535	6.6
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	666	1402535	47.5
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	152	1402535	10.8
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	305	1402535	21.7
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	42	1402535	3.0
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	90	1402535	6.4
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	15	1402535	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	46	1402535	3.3
	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	363	1402535	25.9
	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	137	1440169	9.5
	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	11	48859	Unreliable
